"mRNA_size" "ORF_size" "Fickett_score" "Hexamer_score" "coding_prob" "novel"
"MSTRG.857.3" 607 435 0.8799 -0.0306468990394 0.463097124634354 TRUE
"MSTRG.859.5" 1323 975 0.7879 0.032142278129 0.997317080449385 TRUE
"MSTRG.870.19" 2127 1029 1.0096 0.216574441133 0.999766394609555 TRUE
"MSTRG.974.3" 3139 1275 0.8765 0.0313353251973 0.999923294205734 TRUE
"MSTRG.997.59" 1332 459 0.9706 0.043911964756 0.699722445722356 TRUE
"MSTRG.997.72" 3186 669 0.7482 -0.0851748796174 0.824012896992674 TRUE
"MSTRG.1004.1" 6448 2709 1.0338 0.070331900359 0.999999999995452 TRUE
"MSTRG.1004.5" 1752 333 0.9983 0.0808912063632 0.433685363360276 TRUE
"MSTRG.1007.9" 2564 2343 0.8613 -0.0156456644592 0.999999999326195 TRUE
"MSTRG.1014.9" 5855 1932 1.1865 0.0753006846651 0.999999984956895 TRUE
"MSTRG.1022.33" 5445 4212 0.775 0.096691058493 1 TRUE
"MSTRG.1031.18" 4472 882 0.7782 0.127101370204 0.994768609626731 TRUE
"MSTRG.1046.1" 700 543 0.8567 -0.163603918843 0.542028128263832 TRUE
"MSTRG.1052.2" 6749 1074 0.8884 0.175422297075 0.999645392948828 TRUE
"MSTRG.1077.8" 1062 558 0.9134 0.0780974975308 0.878536520307124 TRUE
"MSTRG.1095.6" 2096 1758 0.9035 0.0466175742685 0.999999729277416 TRUE
"MSTRG.1125.5" 4863 3321 0.9336 0.0326492125756 1 TRUE
"MSTRG.1125.4" 5158 3786 0.9398 0.0376958117893 1 TRUE
"MSTRG.1131.3" 3589 2052 0.8751 0.0910789120595 0.999999990775747 TRUE
"MSTRG.1141.1" 6698 792 0.8769 0.00348280545342 0.976083028306087 TRUE
"MSTRG.1141.4" 6807 792 0.8769 0.00348280545342 0.975943106949649 TRUE
"MSTRG.1160.34" 2286 1143 1.0549 -0.0442332117161 0.999725926564238 TRUE
"MSTRG.1192.5" 3402 1383 0.733 0.0829268000935 0.999972124165339 TRUE
"MSTRG.1196.5" 3184 1050 1.0453 0.111968552031 0.999673553380867 TRUE
"MSTRG.1207.2" 2446 366 1.0585 0.229508563956 0.763810491438107 TRUE
"MSTRG.1211.2" 10157 8607 1.0745 0.499827980375 1 TRUE
"MSTRG.1214.3" 1487 486 1.0128 0.259691381414 0.93050213157748 TRUE
"MSTRG.1229.3" 4512 1590 1.0332 0.324368420202 0.999999760020538 TRUE
"MSTRG.1249.3" 573 180 1.1112 0.26995683084 0.406746325609282 TRUE
"MSTRG.1286.6" 3014 2085 0.5675 -0.0144168399972 0.999999966160222 TRUE
"MSTRG.1300.1" 5634 516 0.6925 -0.0397377799886 0.44559876836795 TRUE
"MSTRG.1346.1" 626 501 0.6976 -0.0721510293147 0.427807067512015 TRUE
"MSTRG.1357.1" 1698 918 1.1262 0.483396797747 0.999895310847996 TRUE
"MSTRG.1358.4" 4267 2013 0.8193 0.25855090665 0.999999993502468 TRUE
"MSTRG.1376.1" 1609 1026 0.9389 0.213520524799 0.999694799343308 TRUE
"MSTRG.1378.5" 2946 1860 0.9134 0.271378772403 0.999999977612465 TRUE
"MSTRG.1388.36" 2873 2478 1.0397 0.175645625866 0.999999999974371 TRUE
"MSTRG.1416.2" 6534 3336 0.8738 0.26665533595 1 TRUE
"MSTRG.1433.2" 1006 312 1.04 0.569366338126 0.933830687397803 TRUE
"MSTRG.1448.4" 1894 603 0.7299 0.141456681576 0.899203098162029 TRUE
"MSTRG.1461.2" 1138 366 1.1261 0.420834570643 0.9333578988063 TRUE
"MSTRG.1464.1" 6281 1185 0.8639 0.00589194935698 0.999696079845992 TRUE
"MSTRG.1464.2" 6285 1185 0.8639 0.00589194935698 0.999696013201625 TRUE
"MSTRG.1471.6" 3529 3402 1.0407 0.311445734318 1 TRUE
"MSTRG.1491.7" 2972 2442 1.2178 0.426938344088 0.999999999995459 TRUE
"MSTRG.1511.5" 1436 345 0.9511 0.206422371056 0.618645092033889 TRUE
"MSTRG.1514.8" 2586 1686 0.9718 0.242789067796 0.999999850451561 TRUE
"MSTRG.1516.2" 4867 531 0.8741 0.0540233242582 0.766092524946915 TRUE
"MSTRG.1525.1" 556 306 1.3114 0.532607892029 0.965011715141667 TRUE
"MSTRG.1531.5" 1359 582 0.9184 0.0727258297537 0.901633303598772 TRUE
"MSTRG.1531.6" 2870 672 1.0349 0.134629890386 0.980483874091205 TRUE
"MSTRG.1541.4" 989 441 0.8931 0.104418101206 0.682094764725013 TRUE
"MSTRG.1541.14" 783 717 1.1698 0.464604428394 0.999090848634772 TRUE
"MSTRG.1542.8" 3509 975 1.089 0.374561951385 0.999865544366254 TRUE
"MSTRG.1557.7" 862 735 0.9271 0.241456052905 0.993362659340163 TRUE
"MSTRG.1557.13" 2386 540 0.8934 0.194948388599 0.912520542847021 TRUE
"MSTRG.1570.11" 1275 597 1.0412 0.190185385573 0.971363484803855 TRUE
"MSTRG.1574.6" 2310 1017 1.0318 0.264760927206 0.999813387890749 TRUE
"MSTRG.1575.7" 2143 1620 1.0367 0.453866079263 0.999999932161415 TRUE
"MSTRG.1580.3" 874 447 1.0048 0.463203125473 0.96767649375591 TRUE
"MSTRG.1582.1" 715 489 1.109 0.347105902058 0.971595572817619 TRUE
"MSTRG.1586.6" 1045 624 1.2621 0.491344073938 0.998386434469813 TRUE
"MSTRG.1586.5" 1085 954 1.1829 0.470458245833 0.999939796694913 TRUE
"MSTRG.1588.2" 1759 1128 1.1391 0.376370333393 0.999981643514551 TRUE
"MSTRG.1594.9" 1116 531 1.1777 0.423037828375 0.990787072185922 TRUE
"MSTRG.1606.5" 1783 1197 1.1612 0.154422739846 0.999969735224467 TRUE
"MSTRG.1608.1" 3526 867 0.9785 0.274332679783 0.998789843260209 TRUE
"MSTRG.1623.3" 585 420 1.1241 0.428203242854 0.964829261999168 TRUE
"MSTRG.1625.7" 1720 753 1.2118 0.653612599166 0.999824063011671 TRUE
"MSTRG.1626.3" 1225 339 1.2168 0.570895590116 0.972236606192815 TRUE
"MSTRG.1626.4" 3627 945 1.1599 0.424907003384 0.999890770401292 TRUE
"MSTRG.1628.13" 5907 3051 1.1781 0.406239932563 1 TRUE
"MSTRG.1633.3" 5384 1119 1.0559 0.300831623857 0.999947825332285 TRUE
"MSTRG.1633.4" 5576 1545 1.0971 0.440863627149 0.999999833474842 TRUE
"MSTRG.1636.18" 2503 867 1.1548 0.445660150882 0.999779476393213 TRUE
"MSTRG.1643.5" 1277 681 1.2873 0.400105727792 0.998622199168269 TRUE
"MSTRG.1654.3" 7496 2322 1.0881 0.510261094789 0.999999999978987 TRUE
"MSTRG.1657.5" 916 540 0.9426 0.354958906585 0.972508375748938 TRUE
"MSTRG.1657.6" 1126 405 0.7457 0.262344199178 0.690694546250193 TRUE
"MSTRG.1668.13" 3238 1545 1.1422 0.315181930728 0.999999731149724 TRUE
"MSTRG.1668.15" 2803 2115 1.19 0.312110637453 0.999999999614375 TRUE
"MSTRG.1675.4" 4927 819 0.9889 0.274801441248 0.997851116929665 TRUE
"MSTRG.1675.3" 5278 873 1.0929 0.274037407946 0.999158448467832 TRUE
"MSTRG.1677.3" 1943 735 1.2038 0.359631697655 0.998668432573652 TRUE
"MSTRG.1693.2" 1349 633 0.5927 -0.0014639560327 0.770950368188008 TRUE
"MSTRG.1747.3" 1612 519 1.2298 0.297015908476 0.980759382416593 TRUE
"MSTRG.1758.3" 2849 2736 0.9057 -0.00708955142136 0.999999999993133 TRUE
"MSTRG.1772.11" 5561 1830 0.9489 -0.00105414086289 0.999999832941172 TRUE
"MSTRG.1772.14" 2670 915 0.7808 -0.00851233545987 0.99262207958971 TRUE
"MSTRG.1813.4" 2748 2136 0.8894 0.150627550479 0.999999997717447 TRUE
"MSTRG.1813.7" 2049 1743 0.8084 0.119209636578 0.999999714668424 TRUE
"MSTRG.1823.13" 2797 303 1.201 0.191516590384 0.670463680751549 TRUE
"MSTRG.1852.6" 2833 852 0.9656 0.145397984373 0.996855953297225 TRUE
"MSTRG.1854.3" 13043 9351 1.0636 0.123388528921 1 TRUE
"MSTRG.1869.2" 1367 204 0.9466 0.460282450056 0.607086886913229 TRUE
"MSTRG.1874.5" 2520 1581 1.0031 0.132653662213 0.99999915515175 TRUE
"MSTRG.1878.1" 3683 3150 1.0891 0.219236370213 1 TRUE
"MSTRG.1884.3" 1970 456 1.1557 0.42374017448 0.976348757086388 TRUE
"MSTRG.1895.1" 5095 909 0.9193 0.0787840684997 0.99669476536466 TRUE
"MSTRG.1897.1" 9704 7320 1.1316 0.179176444134 1 TRUE
"MSTRG.1897.7" 1710 717 1.0816 0.076371471097 0.986497896918595 TRUE
"MSTRG.1898.4" 2665 1365 0.9564 0.00622764016788 0.999975855227093 TRUE
"MSTRG.1898.5" 3568 543 0.9473 0.00177073382557 0.790361631604876 TRUE
"MSTRG.1924.3" 1398 1335 1.0013 -0.0479439984787 0.999962506471867 TRUE
"MSTRG.1940.3" 3050 2688 0.707 0.0770579418453 0.999999999985858 TRUE
"MSTRG.1947.1" 4477 2034 0.8236 0.337578306317 0.999999996830386 TRUE
"MSTRG.1947.2" 4523 2034 0.8236 0.337578306317 0.999999996822381 TRUE
"MSTRG.1947.3" 4069 990 0.822 0.194094881131 0.999120902511251 TRUE
"MSTRG.1967.6" 940 660 0.8523 0.300176473378 0.986122405651215 TRUE
"MSTRG.1967.8" 905 672 0.9251 0.370825855794 0.993814554786068 TRUE
"MSTRG.1970.1" 873 594 1.0439 0.140501248005 0.961591358722951 TRUE
"MSTRG.1983.1" 3128 1416 1.0327 0.23428929936 0.999997303546085 TRUE
"MSTRG.1988.2" 2987 1128 0.8558 0.259929951602 0.999894321239958 TRUE
"MSTRG.1988.4" 850 411 0.8515 0.230351761173 0.741963746767766 TRUE
"MSTRG.1993.2" 2776 2172 1.0454 0.179638002516 0.999999999251537 TRUE
"MSTRG.2000.4" 5132 1113 1.1963 0.513831414813 0.99999068686986 TRUE
"MSTRG.2000.2" 8155 3522 0.9714 0.468405088644 1 TRUE
"MSTRG.2000.3" 8239 3606 0.9714 0.464862088325 1 TRUE
"MSTRG.2000.8" 3955 399 1.1568 0.531795898865 0.974253239605412 TRUE
"MSTRG.2000.9" 3895 339 1.137 0.556583580293 0.954676546198534 TRUE
"MSTRG.2012.1" 4247 1233 0.9618 0.437961178184 0.999991758967965 TRUE
"MSTRG.2025.3" 4813 843 1.191 0.399527349251 0.999617713705159 TRUE
"MSTRG.2028.3" 4740 2109 1.3103 0.462870646191 0.999999999878653 TRUE
"MSTRG.2040.3" 476 279 1.0958 0.488695885857 0.881818274731601 TRUE
"MSTRG.2043.5" 7141 1518 1.196 0.358675088633 0.999999712608356 TRUE
"MSTRG.2045.2" 2153 1794 0.7486 0.0129822723249 0.999999620242307 TRUE
"MSTRG.2050.2" 4328 3519 0.8232 0.380854390568 1 TRUE
"MSTRG.2068.2" 2046 1314 0.9085 0.226645783345 0.999987214923285 TRUE
"MSTRG.2070.2" 7650 1212 0.7852 0.0457858998152 0.999750610156142 TRUE
"MSTRG.2090.3" 12217 846 1.0343 0.198300066749 0.996780411461474 TRUE
"MSTRG.2096.1" 4832 1068 1.1924 0.337012526424 0.999955082758587 TRUE
"MSTRG.2098.7" 4037 3108 0.9982 0.11398905418 1 TRUE
"MSTRG.2106.1" 2556 1425 0.9479 0.0401900902895 0.999989721609621 TRUE
"MSTRG.2109.3" 1569 666 0.5822 0.106832485033 0.899510521339901 TRUE
"MSTRG.2115.2" 4231 876 1.0078 0.279314422407 0.999002301710301 TRUE
"MSTRG.2126.3" 4294 4176 0.9389 0.0657581103883 1 TRUE
"MSTRG.2143.3" 1786 1017 0.8607 -0.00882554154896 0.998282239173782 TRUE
"MSTRG.2143.7" 1615 1236 0.9718 0.0242391768383 0.999917954007881 TRUE
"MSTRG.2146.4" 4978 1434 1.1811 0.500271866384 0.999999708763152 TRUE
"MSTRG.2146.6" 4062 855 1.2938 0.377871012819 0.999743299268949 TRUE
"MSTRG.2163.5" 3145 2460 1.0749 0.120661819679 0.999999999960655 TRUE
"MSTRG.2165.1" 2062 1368 1.3124 0.452839561037 0.999999559520697 TRUE
"MSTRG.2167.9" 2240 642 1.2882 0.525055973413 0.998950189870522 TRUE
"MSTRG.2174.20" 3178 3075 1.2208 0.411264634637 1 TRUE
"MSTRG.2205.1" 3796 1452 1.0434 0.211105205873 0.999997925735012 TRUE
"MSTRG.2208.2" 2990 1770 1.0513 0.345937765772 0.999999975711304 TRUE
"MSTRG.2259.5" 4235 3837 0.8033 0.0175107653648 1 TRUE
"MSTRG.2260.3" 2048 684 0.6304 0.143001845703 0.940057397029527 TRUE
"MSTRG.2260.4" 1454 600 1.2542 0.542616690092 0.998375069928111 TRUE
"MSTRG.2269.13" 3220 903 0.9892 0.0670249767837 0.997306505147659 TRUE
"MSTRG.2273.2" 4581 1626 0.8188 0.162203647151 0.999999097915291 TRUE
"MSTRG.2286.1" 8081 6435 0.9404 0.105775939538 1 TRUE
"MSTRG.2301.4" 1152 627 1.0055 0.0456521479844 0.946153390894224 TRUE
"MSTRG.2301.12" 1835 600 0.8616 0.13880446328 0.930601812945374 TRUE
"MSTRG.2302.4" 5684 3363 1.0226 0.0898826615477 1 TRUE
"MSTRG.2302.9" 3517 2895 1.0174 0.0804512921267 0.999999999999519 TRUE
"MSTRG.2305.2" 1457 954 1.1718 0.114737234776 0.999447469387539 TRUE
"MSTRG.2312.2" 7353 1569 1.0786 0.386522595639 0.999999791986501 TRUE
"MSTRG.2339.9" 4971 2718 1.0452 0.0771201788139 0.9999999999965 TRUE
"MSTRG.2339.10" 5081 5031 0.9867 0.0197334952166 1 TRUE
"MSTRG.2344.1" 4010 1167 0.8183 0.005084978307 0.999614080156733 TRUE
"MSTRG.2352.12" 2102 552 0.7574 0.327401170192 0.944253363141992 TRUE
"MSTRG.2367.1" 2886 1248 1.111 0.31730682664 0.999991959193568 TRUE
"MSTRG.2367.2" 1977 1248 1.111 0.31730682664 0.999992350133934 TRUE
"MSTRG.2379.1" 11724 972 1.13 0.310456637921 0.999720565910854 TRUE
"MSTRG.2380.3" 1113 639 1.02 0.276579330821 0.988501474193911 TRUE
"MSTRG.2380.4" 1275 420 0.9228 0.160436236171 0.722140440215216 TRUE
"MSTRG.2380.5" 4096 693 1.0106 0.221451983726 0.989309167395082 TRUE
"MSTRG.2390.2" 1651 777 0.85 -0.0277417474926 0.971685757130337 TRUE
"MSTRG.2396.4" 3618 3132 1.0994 0.289052639315 1 TRUE
"MSTRG.2398.7" 1843 651 0.7785 0.335515832429 0.983264562647353 TRUE
"MSTRG.2399.13" 6846 1014 1.2643 0.669889410931 0.999990497175386 TRUE
"MSTRG.2399.14" 4823 1182 1.315 0.611059179527 0.999998442087251 TRUE
"MSTRG.2399.15" 4983 1158 1.2952 0.643483225978 0.999998192177351 TRUE
"MSTRG.2399.16" 5564 1014 1.2643 0.669889410931 0.999991142221239 TRUE
"MSTRG.2411.1" 7788 1929 0.9164 0.280199938593 0.999999987343545 TRUE
"MSTRG.2414.4" 1392 864 1.0082 0.195798654949 0.998382178741753 TRUE
"MSTRG.2447.2" 1535 1023 1.1981 0.263038641363 0.999904732434444 TRUE
"MSTRG.2449.5" 3601 1296 0.7512 0.154434710956 0.999954608457434 TRUE
"MSTRG.2452.3" 9944 1029 1.128 0.218657127061 0.99976455804695 TRUE
"MSTRG.2454.2" 6982 2064 1.009 0.510149633231 0.999999999518567 TRUE
"MSTRG.2454.3" 3316 2226 1.0378 0.495358832795 0.999999999936324 TRUE
"MSTRG.2454.6" 2830 2448 0.9697 0.354706091568 0.999999999984641 TRUE
"MSTRG.2484.3" 3830 1050 0.9944 0.115185750704 0.99960473489769 TRUE
"MSTRG.2492.6" 1942 747 1.2686 0.686719808751 0.999871905242677 TRUE
"MSTRG.2538.3" 3089 1191 0.7962 0.151364239133 0.999875363264315 TRUE
"MSTRG.2538.2" 3673 1191 0.7962 0.151364239133 0.999871308148011 TRUE
"MSTRG.2538.8" 8194 4161 0.9143 0.0893152652998 1 TRUE
"MSTRG.2538.14" 4942 4191 0.9143 0.0807446345423 1 TRUE
"MSTRG.2563.7" 2180 1500 1.0057 0.00211970542392 0.999995508790957 TRUE
"MSTRG.2563.8" 2177 1497 1.0057 0.00278908272459 0.999995375081299 TRUE
"MSTRG.2566.10" 6673 504 0.462 0.101829652465 0.414547965653052 TRUE
"MSTRG.2568.8" 5384 4827 0.9392 0.283784169301 1 TRUE
"MSTRG.2579.5" 2739 1404 1.0273 0.213310871819 0.999996506937814 TRUE
"MSTRG.2609.14" 2832 2286 0.8918 0.190976337558 0.999999999667592 TRUE
"MSTRG.2625.2" 2353 375 0.8926 0.0424891237971 0.394772176708906 TRUE
"MSTRG.2635.1" 874 636 1.1623 0.227109352863 0.990280434742423 TRUE
"MSTRG.2646.3" 1161 747 0.8347 0.100562474046 0.981159830114067 TRUE
"MSTRG.2664.3" 4943 876 0.8198 0.215935057988 0.99709192096896 TRUE
"MSTRG.2677.1" 9311 1377 0.8945 0.322602262756 0.999994483339358 TRUE
"MSTRG.2677.2" 2355 1377 0.8945 0.322602262756 0.999996232664072 TRUE
"MSTRG.2677.4" 1924 1377 0.8945 0.322602262756 0.999996320650727 TRUE
"MSTRG.2704.2" 2616 1155 0.9669 0.119485531474 0.999877605584485 TRUE
"MSTRG.2705.1" 5244 2931 0.8511 0.133697733144 0.999999999999546 TRUE
"MSTRG.2722.1" 3280 492 1.2166 0.193510425001 0.946046622051363 TRUE
"MSTRG.2738.6" 1366 474 1.2607 0.367418185177 0.981568278271432 TRUE
"MSTRG.2738.7" 1353 474 1.2607 0.367418185177 0.98158116993813 TRUE
"MSTRG.2745.3" 4431 1728 0.8458 0.0996616968651 0.999999619389966 TRUE
"MSTRG.2753.2" 4139 330 1 0.0725970058548 0.383256785059336 TRUE
"MSTRG.2753.7" 1850 894 0.8328 0.0166462827387 0.993592117942362 TRUE
"MSTRG.2754.3" 2190 1731 0.9339 0.261196100275 0.999999909856369 TRUE
"MSTRG.2754.5" 2470 2091 1.0592 0.264624271856 0.999999998962919 TRUE
"MSTRG.2791.7" 2315 1041 0.9737 0.11321981655 0.999562786378338 TRUE
"MSTRG.2793.3" 5808 3162 0.7908 0.00242313057005 0.999999999999904 TRUE
"MSTRG.2803.14" 1170 1053 1.1982 0.256506764162 0.999930567164699 TRUE
"MSTRG.2816.5" 2519 840 0.9338 0.0226698240884 0.991737165702933 TRUE
"MSTRG.2820.1" 827 411 1.2487 0.424429479579 0.973516536913348 TRUE
"MSTRG.2822.13" 3952 2079 1.2261 0.381590162153 0.99999999964413 TRUE
"MSTRG.2824.1" 390 375 1.0646 0.0376121940377 0.560614485348336 TRUE
"MSTRG.2827.19" 1812 492 1.2914 0.430408624534 0.990435399311846 TRUE
"MSTRG.2829.1" 3596 1563 1.1593 0.420290667477 0.999999888321044 TRUE
"MSTRG.2845.2" 7260 1440 1.2882 0.688219526136 0.999999931801332 TRUE
